ADR,Organization-Project,primary_category,explanation,max_confidence_value
0021-use-internjs-testing.md,"('mozilla', 'fxa')",Existence (ontocrisis),"The ADR discusses the selection of a data storage element (Google Cloud Firestore) to replace Stripe metadata, which directly involves the existence and integration of a new system component into the architecture. The decision focuses on establishing a new data storage element with specific properties and management features, aligning with the structural aspect of existence decisions.",0.85
0003-use-eks-cluster-as-default-container-platform.md,"('mozilla', 'sre-adrs')",Property (diacrisis),"The ADR primarily discusses a design choice related to how complex data types are serialized and passed across the FFI boundary, which pertains to the properties or constraints of the system's data handling approach. It does not declare the existence or non-existence of specific elements, nor does it address organizational or process-level decisions. The focus on serialization scheme and safety considerations aligns with a property decision, as it defines a specific characteristic of the data exchange mechanism.",0.75
0006-wrapping-types.md,"('mozilla', 'uniffi-rs')",Existence (ontocrisis),"The ADR explicitly discusses the creation and configuration of network infrastructure components, specifically the establishment of public and private subnets within a VPC. This involves decisions about which elements will exist in the architecture, such as subnets and IP address allocations, aligning with the structural aspect of existence decisions.",0.85
0004-prometheus-and-alertmanager-monitoring-and-alerting.md,"('mozmeao', 'infra')",Existence (ontocrisis),"The ADR primarily discusses the decision to move templates and related assets into dedicated Django models, which involves creating and defining new structural elements within the system architecture. This is a structural decision aimed at establishing the existence and organization of new components (models, icons, templates) in the system.",0.85
0005-frequency-capping.md,"('mozmeao', 'snippets-service')",Existence (ontocrisis),"The ADR primarily discusses the creation and configuration of a new Custom Resource Definition (CRD) to manage Kafka topics and access, which directly relates to the structural aspect of the architecture. It focuses on defining an element that will exist within the system to facilitate configuration and interaction, aligning with the 'existence' decision category.",0.85
0004-only-for-aiven.md,"('nais', 'kafkarator')",Executive (pericrisis),"The ADR focuses on selecting a specific compute service (Azure App Services) based on operational, organizational, and technological considerations. It involves choosing a platform that aligns with business needs, development practices, and operational constraints, rather than defining system structure or properties directly.",0.7
Messaging choice.md,"('namitms', 'FindMeFoodTrucks')",Executive (pericrisis),"The ADR primarily addresses a strategic choice about the authentication system to be used across the TDR platform, considering organizational, security, and technological factors. It involves selecting a technology (Keycloak) based on business and organizational considerations, rather than directly defining system structure or properties.",0.7
0018-govkuk-notify-staging-configuration.md,"('nationalarchives', 'tdr-dev-documentation')",Existence (ontocrisis),"The ADR specifies a change in the URL scheme for court judgment transfers, which involves creating or modifying the system's structural element (the URL routing scheme). This decision directly impacts the existence and configuration of system components related to URL handling and routing, aligning with the structural aspect of the 'Existence' category.",0.85
0021-service-unavailable-page.md,"('nationalarchives', 'tdr-dev-documentation')",Existence (ontocrisis),"The ADR primarily discusses the implementation of hostname resolution and the behavior of the client library in establishing TCP connections, which involves decisions about the existence and handling of network elements (IP addresses, DNS resolution, connection attempts). It specifies how certain elements (IP addresses, resolution process) will exist and be used in the system, aligning with structural and behavioral aspects of existence decisions.",0.85
ADR-12.md,"('nats-io', 'nats-architecture-and-design')",Existence (ontocrisis),"The ADR discusses encoding connection information, including URLs, options, and configurations related to establishing and managing client-server connections. These are structural elements that will exist in the system to facilitate communication, making this decision primarily about the existence and configuration of system components and their interactions.",0.85
0005-use-the-fastapi-web-framework.md,"('navikt', 'nada-kafkarator')",Executive (pericrisis),"The ADR focuses on choosing a technology (Ansible) over another (Terraform) for server provisioning, which is driven by organizational and strategic considerations rather than structural or quality attributes. This decision impacts the development process and tool selection, aligning with executive decisions that are influenced by business and organizational factors.",0.7
0005-avoiding-test-doubles.md,"('ngarbezza', 'testy')",Existence (ontocrisis),"The ADR explicitly discusses the decision to have the API use and update the Core DoS database, which involves the existence and sharing of a database element within the system architecture. This is a structural decision about the presence and integration of a database component in the architecture.",0.85
009-proxy_limiting.md,"('nhsd-exeter', 'dos-capacity-status-api')",Executive (pericrisis),"The ADR specifies a decision driven by organizational and environmental factors, such as the choice to implement basic authentication in certain environments, which relates to operational policies and organizational constraints rather than structural or technical design elements.",0.7
0013-remove-google-sitelinks-searchbox-metadata.md,"('nhsuk', 'connecting-to-services')",Executive (pericrisis),"The ADR discusses a decision related to access control (basic authentication) implemented in specific environments, which is driven by organizational and operational considerations rather than the system's structural or quality attributes. It pertains to deployment and organizational policies, aligning with executive decisions that influence the development process and organizational practices.",0.7
0004-use-elasticsearch-for-search.md,"('nhsuk', 'gp-finder')",Existence (ontocrisis),"The ADR describes a decision to store and display contact information locally for specific CCGs, which involves the creation or utilization of data elements and storage mechanisms. This aligns with the structural aspect of declaring the existence of data artifacts and their associated display logic.",0.85
0008-do-not-use-local-data-for-ccgs.md,"('nhsuk', 'mental-health-service-finder')",Existence (ontocrisis),"The ADR explicitly discusses selecting and providing a specific templating system (Handlebars) as a component of the architecture, which involves the creation and integration of a structural element into the system. This decision directly pertains to the existence of a templating component within the system architecture.",0.85
0003-use-npm-scripts-and-gulp-for-running-tasks.md,"('nhsuk', 'nhsuk-prototype-kit-version-one')",Executive (pericrisis),"The ADR focuses on establishing a process and tooling choice (pre-commit hooks) to enforce code quality, which is driven by organizational policies and development practices rather than the architecture's structural or behavioral elements. It pertains to the development process and tooling decisions influenced by organizational constraints, fitting the executive decision category.",0.7
002-code_formatter.md,"('nicfix', 'py-ddd-cqrs-microservice-boilerplate')",Existence (ontocrisis),"The ADR explicitly discusses a decision to establish a specific structural element in the documentation—using absolute paths for images—thereby creating or specifying an artifact (the documentation with absolute image links). This aligns with the 'existence' category, as it involves a decision about how certain elements (image links) will exist in the documentation.",0.85
0010-integration-tests.md,"('nicoespeon', 'abracadabra')",Existence (ontocrisis),"The ADR explicitly states that the project will not contain packaging or distribution scripts, and that packaging/distribution will be handled by other projects. This decision directly relates to the existence or non-existence of certain artifacts (packaging/distribution scripts), making it a structural decision about what will or will not be part of the system.",0.85
0009-help-scripts.md,"('npryce', 'adr-tools')",Existence (ontocrisis),"The ADR primarily discusses adding a new element—the event type—to the filename structure, which is a structural decision about the existence and organization of artifacts within the system. It specifies how to include an event type in filenames, directly affecting the system's artifact structure.",0.85
0004-store-shards-in-time-stamped-directories-and-files.md,"('npryce', 'pottery')",Existence (ontocrisis),"The ADR explicitly states the decision to adopt the Tailwind CSS framework for design and layout, which involves the creation and inclusion of a specific artifact (the Tailwind CSS framework) into the system architecture. This is a structural decision about the existence of a particular technology component within the system.",0.85
0017-preservation-strategy.md,"('nulib', 'meadow')",Existence (ontocrisis),"The ADR primarily discusses the creation and placement of IIIF manifests within the system architecture, including decisions about where and how these manifests will exist and be routed. It specifies that manifests will be written to specific storage locations and how requests will be routed, which are structural and existence-related decisions.",0.85
0003-consensus-runtime-token-transfer.md,"('oasisprotocol', 'oasis-core')",Executive (pericrisis),"The ADR primarily addresses the selection of standards and protocols (BIP-0039, SLIP-0010, BIP-0044) for key derivation, which are driven by business and industry standards rather than direct architectural structure or properties. It also discusses interoperability and compliance, which are organizational and process-related concerns, characteristic of executive decisions.",0.6
0004-runbooks-and-checklists.md,"('ockam-network', 'ockam')",Existence (ontocrisis),"The ADR explicitly states the decision to use MongoDB for storing metadata, which is a structural choice about the existence and deployment of a specific data storage element within the architecture. It involves selecting a particular technology to implement a data storage component, aligning with the 'existence' category.",0.9
0016-documentation-structure.md,"('open-voice-network', 'docs')",Existence (ontocrisis),"The ADR explicitly states the decision to adopt Kafka as the messaging middleware, which involves the creation or utilization of a specific system component within the architecture. This aligns with the 'Existence' category, as it declares that Kafka will be part of the system's infrastructure.",0.9
0021-kafka-as-messaging-middleware.md,"('open-voice-network', 'docs')",Existence (ontocrisis),"The ADR discusses the definition and implementation of a 'Simple Composition Component,' which involves the creation or existence of specific architectural elements (components) that follow certain enterprise integration patterns. The focus is on how these components are structured and interact, aligning with the structural and behavioral aspects of existence decisions.",0.85
0004-ressource-level-lifetime.md,"('openkfw', 'TruBudget')",Existence (ontocrisis),"The ADR primarily discusses the setup and terminology of nodes, organizations, and their associated keys within a blockchain network, which are structural elements that will exist in the system. It details how these elements are created, associated, and linked, aligning with the structural aspect of the 'Existence' category.",0.85
0012-use-postgresql.md,"('openlobby', 'openlobby-server')",Existence (ontocrisis),"The ADR primarily discusses the implementation of a styleguide, which involves defining and establishing UI elements, CSS classes, variables, and JavaScript components. These are structural and behavioral elements that will exist in the system to ensure a consistent user interface, aligning with the 'existence' decision category.",0.85
0005-migrating-from-jsps-gsps.md,"('openmrs', 'openmrs-rfc-frontend')",Property (diacrisis),"The ADR primarily discusses the decision to adopt a specific configuration library and related practices, which are constraints or qualities affecting the system's configuration management. It does not specify the existence or non-existence of particular system elements, nor does it focus on organizational or business process decisions. Instead, it establishes enduring constraints and standards for configuration handling, making 'Property decision (diacrisis)' the most appropriate category.",0.7
adr-003-not-using-xjson-server-as-database.md,"('openregister', 'openregister-java')",Existence (ontocrisis),"The ADR primarily focuses on defining how items are ordered and identified within the system, which pertains to the creation and structuring of data elements and their identifiers. It discusses establishing a deterministic order for items, including the implementation of database tables, indexes, and query mechanisms, all of which are structural decisions about the existence and organization of data artifacts.",0.85
adr0008.md,"('opensmarthouse', 'opensmarthouse-core')",Property (diacrisis),"The ADR primarily discusses structuring repositories and managing environment-specific configurations, which relate to system properties such as organization, structure, and configuration management. It does not specify the existence or non-existence of specific elements nor does it focus on organizational or business process decisions. Instead, it defines how the system's configuration and deployment properties are managed, making 'Property decision' the most appropriate category.",0.6
0004-argocd-apps-of-apps-structure.md,"('operate-first', 'blueprint')",Existence (ontocrisis),"The ADR primarily discusses the declaration and organization of cluster-scoped resources, such as namespaces, CRDs, subscriptions, and groups, and how they are deployed via ArgoCD. It focuses on defining what elements will exist in the architecture and how they are structured and deployed, which aligns with the 'Existence' category of Kruchten’s ontology.",0.85
0003-use-cassandra-as-storage-backend.md,"('orevial', 'adr-demo')",Property (diacrisis),"The ADR primarily discusses the properties and constraints related to the Client Profile mechanism, such as its contents, expiration, revocation, and trust considerations. These are enduring qualities and constraints that influence the system's behavior and security properties, fitting the diacrisis category.",0.75
003-client-profile.md,"('otrv4', 'otrv4')",Existence (ontocrisis),"The ADR discusses the selection and implementation of a specific cryptographic protocol (DAKEZ) and its associated components, which directly relate to the creation and structuring of security elements within the system. The decision involves choosing particular cryptographic techniques and protocols that will exist in the system, aligning with structural and behavioral aspects of the architecture.",0.85
0013-use-jenkins-for-secrets-management.md,"('pace-neutrons', 'Horace')",Existence (ontocrisis),"The ADR primarily discusses the introduction and management of a new data structure (`PixelData`) that supports paged (large dataset) and in-memory (small dataset) operations within the `SQW` object. It focuses on the existence and configuration of this data element, including how it is instantiated, parameterized, and used in algorithms, which aligns with structural decisions about system elements.",0.85
0018-algorithm-migration-to-paged-files.md,"('pace-neutrons', 'Horace')",Property (diacrisis),"The ADR primarily discusses establishing a standard format for error identifiers in MATLAB, which pertains to defining a system-wide property or constraint regarding error handling conventions. It does not specify the existence or non-existence of specific elements, nor does it focus on organizational or business process decisions. Instead, it sets a property or rule that influences how errors are identified and managed across the system, fitting the property decision category.",0.75
0004-pace-documentation-link-to-projects.md,"('pace-neutrons', 'pace-developers')",Existence (ontocrisis),"The ADR describes a structural decision to embed the interface between the calculator X and the brille library within X itself, which directly relates to the existence and integration of system components. It specifies how the system will be constructed to include the brille functionality, indicating a structural architectural decision.",0.85
0017-transactions3.md,"('palantir', 'atlasdb')",Existence (ontocrisis),"The ADR discusses the decision to move the system's implementation from Ruby to Clojure, which involves creating or adopting a new language environment and associated libraries. This is fundamentally about establishing the existence of a new implementation environment and associated components, aligning with structural and behavioral aspects of system architecture.",0.85
adr-004-ansible.md,"('pariyatti', 'kosa-rails')",Existence (ontocrisis),"The ADR explicitly discusses the decision to use 'testcontainers.org' to manage infrastructure for automated tests, which involves the creation and deployment of test environments. This is a structural decision about what elements (test environments, containers) will exist in the system to support testing activities.",0.85
0012-use-external-search-service.md,"('patshone-manifesto', 'hee-web-blueprint')",Existence (ontocrisis),"The ADR explicitly discusses the decision to consolidate infrastructure artifacts into a single CloudFormation template, which is a structural decision about the existence and organization of infrastructure components within the architecture.",0.85
0004-event-contracts.md,"('pauldambra', 'visit-plannr')",Existence (ontocrisis),"The ADR primarily discusses the selection and integration of specific authentication protocol libraries (passport.js, OIDC, SAML) to be used in the system. This involves decisions about which elements (libraries, modules) will exist in the architecture to support authentication functionalities.",0.85
0008-use-ecmascript-modules.md,"('perforce', 'helix-authentication-service')",Executive (pericrisis),"The ADR focuses on a procedural and policy-level decision regarding how date validation is handled within the system, specifically at the UI and API levels, and the choice to not enforce validation at the database level. This pertains to development process and organizational policies rather than structural or property aspects of the system.",0.6
0009-acl-actor-permissions.md,"('psu-libraries', 'scholarsphere')",Existence (ontocrisis),"The ADR primarily concerns a terminology change within the system's UI and codebase, which involves the existence and naming of specific elements ('Exhibits' and 'Collections'). This decision directly impacts the structural aspect of the architecture by defining what elements will exist and how they are labeled, aligning with the 'Existence' category.",0.85
0004-index-from-iiif-manifests.md,"('pulibrary', 'dpul')",Existence (ontocrisis),"The ADR primarily concerns the creation and organization of background job queues, which are structural elements within the system architecture. It specifies the existence and categorization of these queues to manage background processing tasks, aligning with the structural aspect of the 'Existence' category.",0.85
0009-unlinked-files.md,"('pulibrary', 'figgy')",Existence (ontocrisis),"The ADR primarily discusses the creation, deployment, and management of configuration sets and indexes, which are tangible artifacts that will exist in the system. The decision revolves around how these elements are created, updated, and maintained, indicating a focus on the existence and structural organization of system components.",0.85
0003-remove-memory-tuning.md,"('pulibrary', 'pul_solr')",Executive (pericrisis),"The ADR focuses on a configuration choice driven by organizational and process considerations, such as ensuring consistent line ending handling across development environments. It does not specify structural, behavioral, or property aspects of the system itself but rather addresses a tooling and process decision influenced by organizational policies and collaboration needs.",0.7
0002-configure-line-endings-in-gitattributes.md,"('qbit86', 'arborescence')",Executive (pericrisis),"The ADR primarily discusses the choice of a third-party service (Auth0) for user management and authentication, which is driven by business considerations such as documentation quality, integration capabilities, and cost. It does not specify structural or behavioral architectural elements directly, nor does it focus on the existence or non-existence of specific system components. Instead, it addresses a strategic, organizational, and tooling choice affecting the development process and organizational setup, characteristic of an executive decision.",0.7
adr-0014-api-documentation-revisited.md,"('raster-foundry', 'raster-foundry')",Existence (ontocrisis),"The ADR describes replacing existing components (Airflow scheduler, web server, worker, executor) with AWS Batch, which involves the creation and deployment of new system elements. The decision focuses on the existence and substitution of system artifacts, aligning with structural and behavioral aspects of system architecture.",0.85
adr-0021-lab-workspaces.md,"('raster-foundry', 'raster-foundry')",Property (diacrisis),"The ADR primarily discusses strategies for tracking and aggregating metrics and usage data, which are qualities or constraints related to system properties. It does not specify the existence or non-existence of specific elements, nor does it focus on organizational or business process decisions. Instead, it addresses enduring qualities related to how metrics are collected, stored, and maintained, fitting the property decision category.",0.7
0008-keep-styles-with-components.md,"('reactioncommerce', 'reaction-component-library')",Existence (ontocrisis),"The ADR primarily describes the implementation details of barcode lookup logic, including how barcode elements (global and organization-specific) are associated and retrieved. This involves decisions about which elements will exist in the system (e.g., global barcodes, base items) and how they are structured and accessed, aligning with the structural aspect of existence decisions.",0.75
0005-extract-all-partner-operations-into-a-separate-application-intended-for-partners.md,"('rubyforgood', 'human-essentials')",Executive (pericrisis),"The ADR primarily discusses selecting a deployment tool (ArgoCD) based on practical considerations such as ease of use, availability, and alignment with reference architectures. It reflects a decision driven by organizational, technological, and strategic factors rather than the design or structure of the system itself.",0.7
0004-argocd-as-deployment-agent.md,"('sa-mw-dach', 'manuela')",Executive (pericrisis),"The ADR explicitly states a decision to use NestJS for scaffolding, which is driven by strategic, organizational, and business considerations rather than direct architectural or technical design elements. This aligns with the definition of an executive decision, as it influences the development process and technology choices based on organizational preferences and strategic goals.",0.7
0003-create-two-observation-comparators.md,"('savioalphonso', 'exercise3-group-6')",Existence (ontocrisis),"The ADR explicitly states a decision to create documentation files (README.md) within each component folder, which is an element that will exist in the system's structure. The decision focuses on the creation and placement of documentation artifacts, aligning with structural existence decisions about system components and their associated documentation.",0.85
0004-add-readme-for-each-component-for-documentation.md,"('scheduleonce', 'once-ui')",Existence (ontocrisis),"The ADR explicitly states a decision to use AWS images only, which directly involves the existence of specific system elements (AWS images) in the architecture. This is a structural decision about which artifacts will be part of the system, aligning with the 'Existence' category.",0.85
Automation.md,"('serverlessmike', 'terraform')",Existence (ontocrisis),The ADR primarily concerns the decision to implement a specific structural element—storing form submissions in a database—indicating an explicit choice about the existence of a database component in the system architecture.,0.85
2020-08-03-Implement-New-Changelog.md,"('shopware', 'platform')",Existence (ontocrisis),"The ADR primarily discusses the implementation of a customer registration system, including the creation and management of customer entities, registration URLs, and customer groups. These are structural elements that will exist in the system, indicating a focus on the existence and organization of system components and interactions.",0.85
2021-09-06-make-core-mail-templates-independent-from-storefront-urls.md,"('shopware', 'platform')",Existence (ontocrisis),"The ADR primarily discusses the implementation of scripting features, including the use of Twig environments, script loading, and the registration of scripting events. These decisions are about defining what elements (scripts, events, objects) will exist within the system and how they are structured and interact, which aligns with the structural and behavioral aspects of existence decisions.",0.85
2021-10-21-app-scripting.md,"('shopware', 'platform')",Existence (ontocrisis),"The ADR describes the structure and behavior of the screen controllers, including how they are instantiated, how they consume user events, and how they communicate UI changes. This involves defining the existence of controllers and their interactions with UI elements and data streams, which aligns with structural and behavioral decisions about system components.",0.85
003-weak-references-between-sql-tables.md,"('simpledotorg', 'simple-android')",Existence (ontocrisis),"The ADR discusses the selection and implementation of a new architectural framework (Mobius) to structure the screen architecture, which involves defining and establishing specific components and their interactions within the system. This aligns with the 'Existence' category, as it pertains to the creation and organization of architectural elements such as components, layers, and their interactions.",0.85
004-reporting.md,"('simpledotorg', 'simple-server')",Existence (ontocrisis),"The ADR primarily concerns the creation and structuring of user models within the system, specifically the decision to combine separate models into a single unified model. This involves structural decisions about the existence and organization of system components (user models). The focus on defining and modifying the system's elements aligns with the 'Existence' category.",0.75
016-reporting-schema.md,"('simpledotorg', 'simple-server')",Executive (pericrisis),"The ADR primarily addresses organizational and procedural aspects related to the handling and security of a secret token used in the development process. It discusses policies around token visibility, security practices, and organizational considerations rather than structural, behavioral, or property design decisions. These are driven by business and organizational concerns, fitting the executive decision category.",0.7
8-Remove_ADR_Util_Sync_Module.md,"('slior', 'adrflow')",Existence (ontocrisis),"The ADR explicitly discusses adopting a hexagonal architecture, which involves defining the structure of the system in terms of components, ports, and adapters. This is a structural decision that establishes the existence and organization of architectural elements within the system.",0.85
ADR-7_wsgi-server.md,"('sse-secure-systems', 'connaisseur')",Existence (ontocrisis),"The ADR discusses the decision to adopt and enable the Discovery v5 protocol, which involves the introduction and implementation of a new peer discovery element into the system architecture. This is a structural decision aimed at establishing a new component (the protocol) to facilitate peer discovery, directly impacting the system's architecture.",0.85
0003-geth-node.md,"('status-im', 'status-react')",Existence (ontocrisis),"The ADR discusses the implementation of feature toggles, which are mechanisms that introduce new code paths or features into the system, effectively creating or modifying existing elements in the architecture. The decision to use feature toggles directly relates to the existence of architectural elements (code paths, features) that are conditionally active, thus it primarily pertains to structural decisions about what elements will exist in the system.",0.75
0002-extract-only-useful-technical-metadata.md,"('sul-dlss-labs', 'infrastructure-adrs')",Existence (ontocrisis),"The ADR discusses changing the layout from a registry to a repository, which involves the creation or redefinition of an architectural element (the repository). This is a structural decision about the existence and organization of system components.",0.85
securityhub.md,"('superwerker', 'superwerker')",Existence (ontocrisis),"The ADR discusses the registration and organization of message handlers within message buses, which are architectural elements that will exist in the system. The decision revolves around how these elements are instantiated and associated, indicating a structural aspect of the architecture.",0.85
003-katafication.md,"('tddbin', 'katas')",Existence (ontocrisis),"The ADR primarily discusses the implementation of mechanisms for subscribing to and fetching transaction events, which involves defining and creating new elements such as the subscription system, event tags, and APIs. These are structural decisions that specify what components and data structures will exist to support event subscription and transaction retrieval.",0.85
0002-pre-1-0-deprecation-strategy.md,"('theupdateframework', 'python-tuf')",Existence (ontocrisis),"The ADR primarily discusses how the system handles unrecognized fields in metadata files, which relates to the existence and structure of data artifacts within the system. It addresses whether certain elements (unrecognized fields) will be stored or ignored, directly impacting the presence and management of data elements in the architecture.",0.85
20210113-distribute-log4brains-as-a-global-npm-package.md,"('thomvaill', 'log4brains')",Executive (pericrisis),"The ADR primarily addresses a strategic organizational decision to decommission a specific GitHub App and merge its functionality into another system. This decision is driven by business considerations such as cost reduction and infrastructure redundancy, rather than direct architectural structuring or quality constraints.",0.8
0002-allow-dynamic-loading-of-yetibot-plugins-via-config.md,"('thoth-station', 'core')",Existence (ontocrisis),"The ADR primarily discusses the selection and use of an ORM tool (Pop) to establish the existence of a specific data access component within the system architecture. It focuses on which ORM will be integrated, its features, and its role in the data layer, which aligns with structural decisions about system elements.",0.85
0027-pdf-generation.md,"('transcom', 'mymove')",Existence (ontocrisis),"The ADR describes a specific implementation decision regarding CSRF protection, which involves the creation and deployment of a security artifact (the CSRF protection mechanism) within the application. It details the choice of a particular library and method to implement this security feature, aligning with structural and behavioral aspects of the system's architecture.",0.85
0036-go-integration.md,"('transcom', 'mymove')",Executive (pericrisis),"The ADR primarily concerns a choice of a specific front-end library (Formik) to be used in the project, which is a decision driven by project needs, developer experience, and future-proofing considerations. It does not directly specify structural, behavioral, or property constraints but rather reflects a strategic choice affecting the development process and technology stack.",0.7
0038-soft-delete.md,"('transcom', 'mymove')",Property (diacrisis),"The ADR primarily discusses the choice of data types (dates and timestamps) and how to handle their conversion and interpretation within the system, which relates to system properties and constraints regarding temporal data handling.",0.75
0040-role-base-authorization.md,"('transcom', 'mymove')",Existence (ontocrisis),"The ADR primarily discusses the structure and organization of API endpoints, focusing on whether certain elements (IDs, paths) should exist or not in the API design. It addresses the inclusion or exclusion of IDs in URL paths, which directly relates to the existence or non-existence of these elements in the architecture.",0.85
0044-params-styling.md,"('transcom', 'mymove')",Executive (pericrisis),"The ADR primarily concerns a strategic organizational decision to fork and maintain an open-source library under the company's GitHub organization, which impacts the development process, organizational practices, and tooling choices. It is driven by business and organizational considerations rather than direct structural or quality attribute decisions.",0.7
0059-use-snapshot-to-cleanup-loadtesting.md,"('transcom', 'mymove')",Existence (ontocrisis),"The ADR primarily discusses the structural aspect of the system, specifically how services are designed to exist and interact with each other, including passing transaction connections and context objects. It focuses on the creation and composition of service components and their interactions, which aligns with the 'Existence' category.",0.85
0070-cypress-tests-file-layout.md,"('transcom', 'mymove')",Executive (pericrisis),"The ADR focuses on a process-level decision to remove or replace a component (CLI spinner) based on technical and operational considerations, rather than defining system structure, properties, or organizational policies. It involves choosing a course of action affecting development practices and tool usage, which aligns with executive decisions.",0.8
0080-api-versioning-based-on-test-run.md,"('transcom', 'mymove')",Existence (ontocrisis),"The ADR discusses creating a new ViewModel class to manipulate DTO models, which directly involves the existence and structuring of an architectural element (the ViewModel). This decision pertains to the introduction of a new component in the system architecture to address a specific concern.",0.85
0007-schedule-internal-data-structure.md,"('trestini', 'delayer-aws')",Existence (ontocrisis),"The ADR discusses implementing a communication mechanism between modules, specifically choosing to use events as a means of communication. This decision directly relates to the structural aspect of the architecture, namely the elements (modules) and their interactions (events), which are fundamental to the existence and behavior of system components.",0.85
0011-develop-main-frontend-shopping-as-a-separate-ssr-app.md,"('tsobe', 'lobiani')",Executive (pericrisis),"The ADR primarily addresses a strategic choice related to the authentication method and the use of a third-party service (Auth0), which impacts organizational and process aspects rather than the system's structural or quality attributes. It involves selecting a technology provider and defining the scope of its integration, aligning with business and organizational considerations.",0.7
0004-templates-over-js-framework-md.md,"('uktrade', 'trade-access-program')",Executive (pericrisis),"The ADR primarily concerns a choice of programming language based on organizational, developer experience, and project context considerations, which are driven by business and organizational factors rather than the architecture's structural or quality attributes.",0.65
0003-python-tooling.md,"('umd-lib', 'caia')",Existence (ontocrisis),"The ADR describes a change in the system's behavior regarding how it handles 'denied entries'—specifically, removing the functionality that tracks and resubmits denied entries. This decision directly impacts the existence and behavior of system components related to entry tracking and resubmission, which aligns with structural and behavioral aspects of the system's architecture.",0.85
0008-rdf-sparql-support.md,"('upenn-libraries', 'sdbmss')",Executive (pericrisis),"The ADR primarily concerns a strategic choice of documentation standard (OpenAPI) to be used for API description, which impacts the development process, tooling, and organizational practices rather than the system's structural or behavioral elements. This aligns with the definition of an executive decision, as it relates to organizational, methodological, and tooling considerations driven by business and operational needs.",0.7
0003-create-cloud-native-solutions.md,"('vwt-digital', 'operational-data-hub')",Existence (ontocrisis),"The ADR specifies a decision to establish a naming convention for OAuth scopes, which involves defining and standardizing the existence and structure of permission identifiers within the system. This is a structural decision that directly relates to the creation and organization of system artifacts (naming patterns for permissions).",0.85
0015-automatic-backup-of-each-data-component.md,"('vwt-digital', 'operational-data-hub')",Existence (ontocrisis),"The ADR explicitly states a decision to format all business events as JSON, which is a structural choice about the existence and representation of message formats within the system. This directly relates to the creation and specification of an artifact (JSON message format) in the architecture.",0.85
0019-single-schema-per-topic.md,"('vwt-digital', 'operational-data-hub')",Existence (ontocrisis),"The ADR discusses structuring the platform's domain model based on organizational departments, which directly relates to the creation and organization of system elements (domains) within the architecture. It specifies how the system will be structured in alignment with organizational units, indicating a structural decision about what elements will exist and how they are organized.",0.85
0032-oauth2-for-authentication.md,"('vwt-digital', 'operational-data-hub')",Existence (ontocrisis),"The ADR explicitly states the decision to use GCP Secret Manager to manage, store, and use secrets, which involves the creation and existence of a specific system component dedicated to secret management. This aligns with the structural aspect of declaring an element that will exist in the architecture.",0.85
0037-secrets-are-stored-in-gcp-secret-manager.md,"('vwt-digital', 'operational-data-hub')",Existence (ontocrisis),"The ADR explicitly states that starting a new project involves building and documenting an API, which directly relates to the creation and existence of an architectural element (the API). The decision emphasizes establishing the API as a foundational component of the system, aligning with the structural aspect of existence decisions.",0.85
0046-javascript-framework.md,"('vwt-digital', 'operational-data-hub')",Existence (ontocrisis),"The ADR primarily discusses the decision to adopt a specific data catalog format and standard (Project company data) to define and document data components, which involves establishing the existence of a formal data catalog artifact within the architecture. This decision directly relates to the structural aspect of the architecture, specifically the creation and specification of data-related artifacts.",0.85
0002-logging-approach.md,"('wellcomecollection', 'identity')",Existence (ontocrisis),"The ADR discusses the decision to adopt Webpack as a tool for bundling JavaScript files, which directly relates to the creation and structuring of software artifacts (bundled JavaScript files). It involves structural decisions about how code is organized and dependencies are managed, which aligns with the 'Existence' category.",0.85
0017-release-notes-content-topics.md,"('wikimedia', 'Wikibase')",Property (diacrisis),"The ADR discusses defining a new interface for Property IDs to establish a common type for properties, which directly relates to specifying a system property or constraint. It focuses on the enduring quality or constraint of how property identifiers are structured and used within the system, aligning with the Property decision category.",0.7
0020-wikibase-compatibility-with-mediawiki-master.md,"('wikimedia', 'Wikibase')",Existence (ontocrisis),"The ADR discusses the introduction of a new Collections API for layer reading, which involves creating a new API component that replaces the existing Spark-based geoprocessing service. This decision directly pertains to the existence of an architectural element (the Collections API) and its integration into the system, aligning with the structural aspect of the existence category.",0.85
0010-replace-mustache-js-with-template-literals.md,"('wikimedia', 'mediawiki-extensions-Popups')",Existence (ontocrisis),"The ADR primarily discusses the design and implementation of a change operation pattern, including how change operations are applied, how they generate summaries, and how they interact with entities. It focuses on the structural aspect of the system—defining and modifying the behavior and structure of change operations—rather than ruling out or constraining elements or defining system qualities. The decision to implement a visitor pattern for change operations directly relates to the creation and organization of system components and their interactions.",0.85
018_Development_and_Deployment_of_Split_Repo.md,"('wmde', 'fundraising-application')",Existence (ontocrisis),"The ADR primarily discusses the design and structure of an API, including resource endpoints, controller actions, and response formats. These are structural elements that declare the existence and organization of system components (API resources, controllers, endpoints). The decision to build an API, define resource URLs, and specify controller methods directly relates to the creation and organization of system artifacts, fitting the 'Existence' category.",0.85
021_Single_or_Multi_Page_Application_Architecture.md,"('wmde', 'fundraising-application')",Existence (ontocrisis),"The ADR primarily discusses decisions related to what artifacts and elements will be included in the release package, such as the inclusion of the 'vendor' folder, release notes, and documentation files. These are structural decisions about what will exist in the release artifact, aligning with the 'Existence' category.",0.85
