ADR,Organization-Project,primary_category,explanation,max_confidence_value
0005-migrating-from-jsps-gsps.md,"('openmrs', 'openmrs-rfc-frontend')",Maintainability,"The ADR emphasizes the importance of making configuration management, validation, documentation, and enforcement easier and more systematic, which directly relates to the maintainability of the system. It discusses standardizing configuration schemas, validation, documentation generation, and hierarchical management, all of which improve the ease of modifying and maintaining configuration aspects of the system.",0.75
adr-003-not-using-xjson-server-as-database.md,"('openregister', 'openregister-java')",Performance,"The ADR discusses implementing a deterministic ordering for pagination, which directly impacts the system's response time and resource utilization during data retrieval. The focus on ordering and query efficiency suggests an emphasis on performance aspects.",0.75
adr0008.md,"('opensmarthouse', 'opensmarthouse-core')",Maintainability,"The ADR discusses structuring repository overlays and patches to support multiple environments, which impacts how easily the system can be modified, extended, and maintained over time. The focus is on organizing configuration files and deployment structures to facilitate easier updates and management, aligning with maintainability concerns.",0.75
0004-argocd-apps-of-apps-structure.md,"('operate-first', 'blueprint')",Performance,"The ADR emphasizes declarative deployment, resource management, and environment-specific overlays, which are primarily concerned with how efficiently resources are deployed and managed within the cluster. While it touches on security and maintainability, the core focus is on the deployment process's efficiency and resource utilization, aligning most closely with Performance Efficiency.",0.65
0003-use-cassandra-as-storage-backend.md,"('orevial', 'adr-demo')",Security,"The ADR discusses mechanisms to prevent version rollback attacks, which involve verifying the authenticity and integrity of client profile information, signatures, and public keys. These are security concerns related to data integrity, authenticity, and protection against man-in-the-middle attacks.",0.8
003-client-profile.md,"('otrv4', 'otrv4')",Security,"The ADR primarily discusses the implementation of a deniable authenticated key exchange protocol, which is a security feature aimed at protecting user privacy and ensuring secure communication. The focus on deniability, cryptographic protocols, and security properties indicates that the ADR's main concern is security.",0.85
0013-use-jenkins-for-secrets-management.md,"('pace-neutrons', 'Horace')",Performance,"The ADR primarily discusses the implementation of a paged data structure to handle large datasets efficiently, balancing in-memory and on-disk operations. The focus on optimizing performance through paging, automatic switching, and algorithm support indicates that performance efficiency is the central quality attribute being addressed.",0.85
0018-algorithm-migration-to-paged-files.md,"('pace-neutrons', 'Horace')",Primarily Functional,"The ADR primarily discusses establishing a standardized format for error identifiers in MATLAB, focusing on the structure and naming conventions rather than non-functional quality attributes. It does not explicitly reference or imply attributes like performance, security, reliability, or others.",0.45
0004-pace-documentation-link-to-projects.md,"('pace-neutrons', 'pace-developers')",Compatibility,"The ADR primarily discusses the integration and interface design of a computational library (brille) within other software projects. It focuses on how components interact and are embedded, which pertains to functional aspects of system design rather than non-functional quality attributes.",0.35
0017-transactions3.md,"('palantir', 'atlasdb')",Maintainability,"The ADR emphasizes choosing Clojure over other languages due to developer friendliness, community support, and library simplicity, all of which relate to the ease of modifying and maintaining the system. The focus on re-implementing existing functionality and ensuring smooth transition indicates a concern with maintainability aspects.",0.7
adr-004-ansible.md,"('pariyatti', 'kosa-rails')",Portability,"The ADR emphasizes portability as a key concern, highlighting the need for the testing platform to be portable across hosting environments and platform-agnostic infrastructure management. The decision to use testcontainers is driven by the goal of maintaining portability of the test environment.",0.5
0012-use-external-search-service.md,"('patshone-manifesto', 'hee-web-blueprint')",Maintainability,"The ADR focuses on simplifying and managing the complexity of infrastructure templates, emphasizing ease of editing and reading, which aligns with maintainability. It discusses consolidating templates to reduce complexity and improve manageability.",0.75
0004-event-contracts.md,"('pauldambra', 'visit-plannr')",Primarily Functional,"The ADR primarily discusses the selection and integration of a third-party library for authentication protocols without referencing any non-functional quality attributes such as performance, security, or scalability. It focuses on functional aspects like supporting specific protocols and ease of integration.",0.45
0008-use-ecmascript-modules.md,"('perforce', 'helix-authentication-service')",Primarily Functional,"The ADR primarily addresses a data validation and storage policy for a date field, focusing on how data is entered and validated at the UI and API levels. It does not specify or imply any non-functional quality attributes such as performance, security, reliability, or scalability. The decision is about data handling procedures rather than system qualities.",1.0
0009-acl-actor-permissions.md,"('psu-libraries', 'scholarsphere')",Compatibility,"The ADR primarily discusses terminology changes and UI terminology consistency without referencing any non-functional quality attributes such as performance, security, reliability, or usability. It focuses on functional aspects like naming conventions and UI labels.",0.4
0004-index-from-iiif-manifests.md,"('pulibrary', 'dpul')",Performance,"The ADR discusses prioritization and scheduling of background jobs, which directly impacts system responsiveness and throughput. The mention of delays and processing queues implies considerations related to system performance and resource utilization.",0.75
0009-unlinked-files.md,"('pulibrary', 'figgy')",Primarily Functional,"The ADR primarily discusses operational procedures related to configuration set management and deployment strategies. It does not reference or imply any non-functional quality attributes such as performance, security, reliability, or usability. The focus is on process and version control, which are functional concerns.",1.0
0003-remove-memory-tuning.md,"('pulibrary', 'pul_solr')",Primarily Functional,"The ADR focuses solely on configuring line endings in version control and IDE settings to ensure cross-platform compatibility. It does not reference any non-functional quality attributes such as performance, security, reliability, or usability.",1.0
0002-configure-line-endings-in-gitattributes.md,"('qbit86', 'arborescence')",Security,"The ADR primarily discusses user authentication, authorization, token management, and related security considerations, indicating a focus on security as the key quality attribute.",0.85
adr-0014-api-documentation-revisited.md,"('raster-foundry', 'raster-foundry')",Performance,"The ADR discusses issues related to the scheduler's performance, such as lock-ups, high CPU consumption, and log verbosity, indicating a focus on system responsiveness and resource utilization. The decision to replace components with AWS Batch, which manages job execution and reporting, further emphasizes performance considerations.",0.75
adr-0021-lab-workspaces.md,"('raster-foundry', 'raster-foundry')",Performance,"The ADR discusses strategies for tracking and aggregating metrics, which directly relate to system performance monitoring and optimization. The focus on metrics collection, scheduling, and querying indicates an emphasis on system performance and resource utilization.",0.85
0008-keep-styles-with-components.md,"('reactioncommerce', 'reaction-component-library')",Maintainability,"The ADR primarily describes the logic and process for barcode lookup and association, which are functional behaviors related to how the system retrieves and manages data. There is no explicit mention or implication of non-functional quality attributes such as performance, security, or scalability.",0.2
0005-extract-all-partner-operations-into-a-separate-application-intended-for-partners.md,"('rubyforgood', 'human-essentials')",Usability,"The ADR primarily discusses the selection of a deployment tool based on usability, availability, and ease of use, without explicit or implied references to non-functional quality attributes such as performance, security, or scalability.",0.4
0004-argocd-as-deployment-agent.md,"('sa-mw-dach', 'manuela')",Maintainability,"The ADR discusses creating a scaffold that is easy to install, actively maintained, and straightforward to use out-of-the-box, emphasizing qualities related to ease of modification, updates, and support. These aspects align closely with maintainability, which concerns how effectively the system can be modified and sustained over time.",0.75
0003-create-two-observation-comparators.md,"('savioalphonso', 'exercise3-group-6')",Usability,"The ADR emphasizes the importance of documentation to facilitate quick understanding and effective use of components by users, which directly relates to usability attributes such as accessibility, user experience, and clarity of information.",0.6
0004-add-readme-for-each-component-for-documentation.md,"('scheduleonce', 'once-ui')",Maintainability,"The ADR emphasizes operational overheads, patching, testing, automation, and minimal customizations, all of which relate to how easily the system can be maintained and modified over time.",0.6
Automation.md,"('serverlessmike', 'terraform')",Testability,"The ADR primarily discusses a functional change—shifting from CSV storage to database storage—without explicit references to non-functional quality attributes such as performance, security, or scalability. It focuses on the implementation of a feature (data storage) rather than system qualities.",0.25
2020-08-03-Implement-New-Changelog.md,"('shopware', 'platform')",Primarily Functional,"The ADR primarily describes a process for customer registration and customer group assignment, focusing on functional aspects of the system's behavior rather than non-functional quality attributes. It details workflows, data handling, and user interactions without explicit references to performance, security, or other quality attributes.",0.45
2021-09-06-make-core-mail-templates-independent-from-storefront-urls.md,"('shopware', 'platform')",Maintainability,"The ADR emphasizes the use of scripting environments, sandboxing, API control, and extensive documentation to facilitate ongoing development, modification, and extension of the scripting features. These aspects directly relate to maintainability, as they aim to make the system easier to modify, understand, and evolve over time.",0.8
2021-10-21-app-scripting.md,"('shopware', 'platform')",Primarily Functional,"The ADR primarily describes the architecture of screen controllers and data flow, focusing on functional aspects such as event handling, data transformation, and UI updates. It does not explicitly reference or imply any non-functional quality attributes like performance, security, reliability, or others.",0.85
003-weak-references-between-sql-tables.md,"('simpledotorg', 'simple-android')",Performance,"The ADR discusses architectural goals such as testability, explicit UI state management, and restrictions on reactive frameworks like RxJava, which are aimed at improving the system's responsiveness, maintainability, and resource utilization. These considerations are closely aligned with performance efficiency, as they influence how efficiently the system performs its functions and manages resources.",0.65
004-reporting.md,"('simpledotorg', 'simple-server')",Maintainability,"The ADR primarily addresses functional aspects related to user models and authentication mechanisms without explicit reference to non-functional quality attributes such as performance, security, or scalability. It focuses on the structural change of user models and authentication methods, which are functional concerns.",0.3
016-reporting-schema.md,"('simpledotorg', 'simple-server')",Security,"The ADR emphasizes the importance of keeping the GitHub API token secret, highlighting concerns related to access control, confidentiality, and preventing unauthorized access. These are core aspects of security, specifically focusing on secret management and access restrictions.",0.85
8-Remove_ADR_Util_Sync_Module.md,"('slior', 'adrflow')",Primarily Functional,"The ADR primarily discusses architectural style (hexagonal architecture) and communication patterns (commands and events) without explicit reference to non-functional quality attributes such as performance, security, or scalability. It focuses on structural design decisions rather than quality attributes.",0.95
ADR-7_wsgi-server.md,"('sse-secure-systems', 'connaisseur')",Performance,"The ADR emphasizes scalability and the ability to handle increased user load by enabling peer discovery protocols, which directly relates to system performance and resource utilization. The mention of capacity (e.g., 5000+ DAU) and the concern about CPU/Network usage further supports this focus on performance efficiency.",0.85
0003-geth-node.md,"('status-im', 'status-react')",Testability,"The ADR discusses a development methodology involving feature toggles, testing, and code review processes aimed at improving the ease of modifying and integrating code, which aligns with maintainability. It emphasizes improving test suites, code review, and incremental development, all of which are aspects of maintainability.",0.8
0002-extract-only-useful-technical-metadata.md,"('sul-dlss-labs', 'infrastructure-adrs')",Primarily Functional,"The ADR primarily discusses a change in system architecture (from registry to repository) without explicit mention or implication of non-functional quality attributes such as performance, security, or scalability. The focus appears to be on structural or organizational aspects rather than quality attributes.",0.45
securityhub.md,"('superwerker', 'superwerker')",Maintainability,"The ADR emphasizes explicit declaration and configurability of handler registration, which relates to system modifiability, clarity, and ease of future adjustments—key aspects of maintainability. It discusses how to structure handler registration to facilitate predictable behavior and future changes, aligning with maintainability concerns.",0.75
003-katafication.md,"('tddbin', 'katas')",Performance,"The ADR emphasizes the performance aspect of matching and filtering transactions efficiently, especially considering the potential for many queries and subscribers, which directly relates to system performance and resource utilization.",0.75
0002-pre-1-0-deprecation-strategy.md,"('theupdateframework', 'python-tuf')",Maintainability,"The ADR discusses how to handle unrecognized fields in metadata files, emphasizing flexibility, backward compatibility, and avoiding unnecessary modifications. This relates to the system's ability to be easily modified and extended without introducing errors or breaking existing functionality, which aligns with maintainability principles.",0.6
20210113-distribute-log4brains-as-a-global-npm-package.md,"('thomvaill', 'log4brains')",Compatibility,"The ADR primarily discusses a decision related to decommissioning a GitHub App to reduce maintenance costs and infrastructure redundancy. It focuses on functional aspects such as system integration and operational cost, without explicit or implied references to non-functional quality attributes like performance, security, or scalability.",0.4
0002-allow-dynamic-loading-of-yetibot-plugins-via-config.md,"('thoth-station', 'core')",Maintainability,"The ADR primarily discusses the selection of an ORM tool based on functional criteria such as maturity, ease of use, and handling data model changes. It does not explicitly or implicitly reference any non-functional quality attributes like performance, security, or scalability.",0.4
0027-pdf-generation.md,"('transcom', 'mymove')",Security,"The ADR focuses on implementing CSRF protection, which is a security measure aimed at safeguarding the application against a specific type of attack. The decision revolves around security mechanisms, such as secure cookies, tokens, and headers, all of which are characteristic of security attributes.",0.95
0036-go-integration.md,"('transcom', 'mymove')",Usability,"The ADR primarily discusses a functional decision—selecting a form library based on features, usability, and integration—without explicit reference to non-functional quality attributes such as performance, security, or scalability.",0.4
0038-soft-delete.md,"('transcom', 'mymove')",Performance,"The ADR primarily addresses the handling and conversion of time values, which directly impacts the system's performance in processing date and timestamp comparisons efficiently. The focus on consistent conversion rules and minimizing complexity suggests an emphasis on operational efficiency.",0.75
0040-role-base-authorization.md,"('transcom', 'mymove')",Primarily Functional,"The ADR primarily discusses API path structuring and relationship clarity, focusing on functional aspects such as endpoint design and validation rather than non-functional quality attributes. Although it touches on validation and security considerations, these are secondary to the core functional decision about URL structure.",0.95
0044-params-styling.md,"('transcom', 'mymove')",Maintainability,"The ADR primarily discusses a functional aspect—building or modifying a document viewer component—without explicit references to non-functional quality attributes such as performance, security, reliability, or usability. Although user experience and accessibility are mentioned, these are considered functional or user interface concerns rather than formal quality attributes.",0.2
0059-use-snapshot-to-cleanup-loadtesting.md,"('transcom', 'mymove')",Maintainability,"The ADR primarily addresses how to modify service method signatures to improve code clarity, extensibility, and support for instrumentation and logging, which are aspects related to the maintainability of the system.",0.75
0070-cypress-tests-file-layout.md,"('transcom', 'mymove')",Testability,"The ADR primarily discusses a code change related to removing or replacing a CLI spinner to address thread safety issues. It does not reference any non-functional quality attributes such as performance, security, reliability, or usability. The focus is on functional correctness and code maintainability rather than system qualities.",0.45
0080-api-versioning-based-on-test-run.md,"('transcom', 'mymove')",Maintainability,"The ADR focuses on improving code organization and reducing coupling between data transfer objects (DTOs) and UI models, which directly relates to the maintainability attribute. It aims to make the codebase cleaner and easier to modify, update, and understand.",0.75
0007-schedule-internal-data-structure.md,"('trestini', 'delayer-aws')",Performance,"The ADR discusses the use of events as a communication mechanism, which implies considerations related to asynchronous messaging, latency, and system responsiveness. These aspects are closely tied to performance efficiency, particularly in terms of message handling latency and throughput. Although not explicitly stated, the choice of event-driven communication often impacts system responsiveness and resource utilization.",0.65
0011-develop-main-frontend-shopping-as-a-separate-ssr-app.md,"('tsobe', 'lobiani')",Security,"The ADR discusses the use of Auth0 for authentication, which directly relates to security concerns such as user authentication, access control, and data protection. Ensuring secure authentication mechanisms is a core security attribute.",0.7
0004-templates-over-js-framework-md.md,"('uktrade', 'trade-access-program')",Primarily Functional,"The ADR primarily discusses the choice of programming language based on developer experience, simplicity, and support considerations. It does not reference or imply any non-functional quality attributes such as performance, security, reliability, or scalability. The focus is on functional aspects related to language suitability rather than system qualities.",0.95
0003-python-tooling.md,"('umd-lib', 'caia')",Primarily Functional,"The ADR primarily discusses a change in functional behavior—specifically, removing the tracking and resubmission of denied entries—without reference to non-functional quality attributes such as performance, security, or reliability.",0.55
0008-rdf-sparql-support.md,"('upenn-libraries', 'sdbmss')",Primarily Functional,"The ADR primarily discusses the choice of a documentation standard (OpenAPI) to facilitate human and machine-readable API documentation and automatic client generation. It does not reference any non-functional quality attributes such as performance, security, reliability, or usability. The focus is on functional aspects—standardized documentation and automation—without explicit or implied quality attribute considerations.",1.0
0003-create-cloud-native-solutions.md,"('vwt-digital', 'operational-data-hub')",Primarily Functional,"The ADR primarily discusses naming conventions for OAuth scopes, focusing on standardization and clarity in permission naming. It does not reference any non-functional quality attributes such as performance, security, reliability, or others. The decision is about a naming standard, which pertains to functional aspects of the system's API design.",1.0
0015-automatic-backup-of-each-data-component.md,"('vwt-digital', 'operational-data-hub')",Primarily Functional,"The ADR primarily discusses the format of messages (JSON) used in the pub/sub system, focusing on standardization and message handling. It does not explicitly or implicitly reference any non-functional quality attributes such as performance, security, reliability, or others. The decision is about data format and message schema, which are functional concerns.",0.45
0019-single-schema-per-topic.md,"('vwt-digital', 'operational-data-hub')",Primarily Functional,"The ADR focuses on organizational and structural decisions related to domain modeling and terminology, with no explicit or implied references to system quality attributes such as performance, security, reliability, or usability. It discusses how to structure the domain model based on organizational units, which pertains to functional organization rather than non-functional quality attributes.",1.0
0032-oauth2-for-authentication.md,"('vwt-digital', 'operational-data-hub')",Security,"The ADR explicitly discusses protecting secrets, managing access, and ensuring secure handling of sensitive information, which directly relates to security attributes such as confidentiality and access control.",0.9
0037-secrets-are-stored-in-gcp-secret-manager.md,"('vwt-digital', 'operational-data-hub')",Maintainability,"The ADR emphasizes designing and documenting APIs as 'first-class citizens,' which directly relates to the ease of modifying, maintaining, and evolving the API specifications over time. The focus on establishing a contract, consistent design, and stakeholder collaboration aligns with maintainability attributes, such as clarity, modularity, and ease of updates.",0.6
0046-javascript-framework.md,"('vwt-digital', 'operational-data-hub')",Maintainability,"The ADR emphasizes defining a standardized, machine-readable metadata format for data catalogs, which directly relates to the ease of modifying, maintaining, and managing the metadata schema and documentation. The focus on formal specification, automation, and management of metadata aligns with maintainability attributes.",0.6
0002-logging-approach.md,"('wellcomecollection', 'identity')",Maintainability,"The ADR discusses improving the development workflow, dependency management, and build processes, which are aspects related to how easily the system can be maintained and modified over time.",0.7
0017-release-notes-content-topics.md,"('wikimedia', 'Wikibase')",Maintainability,"The ADR primarily discusses a structural and design decision regarding the creation of an interface for Property ID classes, focusing on code organization and type hinting rather than non-functional quality attributes like performance, security, or usability.",0.4
0020-wikibase-compatibility-with-mediawiki-master.md,"('wikimedia', 'Wikibase')",Performance,"The ADR primarily discusses optimizing the geoprocessing service for faster performance by replacing Spark with a Collections API, which directly impacts response times and throughput. The focus on performance improvements, speed gains, and efficiency enhancements indicates that Performance Efficiency is the main quality attribute addressed.",0.85
0010-replace-mustache-js-with-template-literals.md,"('wikimedia', 'mediawiki-extensions-Popups')",Maintainability,"The ADR discusses a design pattern change (visitor pattern) to improve the structure and modularity of the code, which directly impacts maintainability by simplifying the design and separating concerns.",0.75
018_Development_and_Deployment_of_Split_Repo.md,"('wmde', 'fundraising-application')",Maintainability,"The ADR emphasizes maintainability by choosing to build a custom API for better control, ensuring consistency, and ease of future modifications. It explicitly states that the API should be easy to maintain and follow design rules for consistency and clarity, which are core aspects of maintainability.",0.7
021_Single_or_Multi_Page_Application_Architecture.md,"('wmde', 'fundraising-application')",Maintainability,"The ADR primarily discusses the inclusion and management of release documentation, vendor dependencies, and cleanup of non-critical files in the release package. These decisions aim to improve the ease of maintenance, clarity, and consistency of the release process, which aligns with maintainability attributes. While there are implications for other quality attributes like security or performance, the core focus is on making the release artifacts easier to manage and update.",0.7
0004-wdqs-tarball-content.md,"('wmde', 'wikibase-release-pipeline')",Primarily Functional,"The ADR primarily discusses the process and policy regarding release notes for third-party software, focusing on operational and procedural aspects rather than system qualities. There is no explicit or implied reference to non-functional quality attributes such as performance, security, reliability, or usability.",1.0
client-repo-split.md,"('wmde', 'wikidata-wikibase-architecture')",Primarily Functional,"The ADR primarily discusses choosing an infrastructure-as-code tool (Terraform) based on decision drivers, options, and consequences, without explicit or implied references to non-functional quality attributes such as performance, security, or scalability.",0.45
008-manage-github-repos-with-terraform.md,"('xebia-france', 'xebikart-infra')",Primarily Functional,"The ADR focuses solely on the removal of specific HTML `meta` tags to prevent automatic page refreshes or redirects. It addresses a functional aspect related to document content and behavior, with no mention or implication of non-functional quality attributes such as performance, security, reliability, or usability.",1.0
0009-use-openreferal-api.md,"('zendesk', 'link_platform')",Maintainability,"The ADR discusses the use of Redux as a state management library, which primarily impacts how easily the system can be maintained, extended, and understood. Redux's role in managing application state relates to the system's modularity, reusability, and ease of updates, all core aspects of maintainability. Although performance or scalability could be tangentially affected, the main concern here is the manageability of state logic, making maintainability the most relevant category.",0.7
adr-03.md,"('zooniverse', 'front-end-monorepo')",Performance,"The ADR emphasizes performance issues encountered with existing charting libraries (Plot.ly and Victory), specifically noting slow performance with out-of-the-box features. The decision to implement the Light Curve Viewer using native D3 is driven by performance considerations, indicating that performance efficiency is a primary concern.",0.85
adr-04.md,"('zooniverse', 'front-end-monorepo')",Usability,"The ADR primarily concerns the user experience aspect of selecting appropriate viewers for subjects, which directly impacts how effectively users can interpret and interact with the data. It discusses configuration, customization, and the ease of choosing viewers, all of which relate to usability.",0.7
adr-30.md,"('zooniverse', 'front-end-monorepo')",Maintainability,"The ADR discusses adding undo/redo functionality, which primarily impacts how easily the system can be modified, extended, and maintained over time. It involves managing state snapshots and history, which relates to the system's modifiability and ease of updates.",0.6
adr-9.md,"('zooniverse', 'galaxy-zoo-touch-table')",,,
