ADR,Organization-Project,primary_category,explanation,max_confidence_value
adr-003-not-using-xjson-server-as-database.md,"('openregister', 'openregister-java')",Design Decisions,"The ADR focuses on defining a deterministic ordering mechanism for items within a resource, which pertains to the logical organization and structure of the data retrieval process. It specifies how to implement pagination and ordering, which are core aspects of system design and data modeling.",0.75
adr0008.md,"('opensmarthouse', 'opensmarthouse-core')",Design Decisions,"The ADR primarily discusses structuring and organizing application manifests across multiple environments using overlays and patches, which pertains to the logical organization and structure of the system. It focuses on how to manage deployment configurations and repository layout, aligning with design and architecture structuring rather than technology selection or infrastructure specifics.",0.85
0004-argocd-apps-of-apps-structure.md,"('operate-first', 'blueprint')",Design Decisions,"The ADR primarily discusses the structure, organization, and deployment approach for cluster-scoped resources using declarative manifests, GitOps practices, and layout conventions. It focuses on how resources are logically organized, deployed, and managed, which aligns with design decisions related to system structure and resource organization.",0.75
0003-use-cassandra-as-storage-backend.md,"('orevial', 'adr-demo')",Organizational/Process Decisions,"The ADR primarily discusses policies and procedures related to the publication, verification, and management of Client Profiles, which are organizational mechanisms to ensure security and protocol integrity. It does not focus on system structure, technology selection, infrastructure, or quality attributes directly, but rather on the process and organizational controls necessary for secure protocol operation.",0.7
003-client-profile.md,"('otrv4', 'otrv4')",Design Decisions,"This ADR focuses on the selection and implementation of a cryptographic protocol (DAKEZ) and its integration into the system, which pertains to the logical structure and design of the security architecture. It discusses the choice of protocol, its properties, and how it fits into the overall system design, rather than technology, infrastructure, organizational, constraints, or quality attributes directly.",0.85
0013-use-jenkins-for-secrets-management.md,"('pace-neutrons', 'Horace')",Design Decisions,"The ADR primarily discusses the architectural approach to supporting large datasets through a paged data structure, API design, and system behavior modifications. It focuses on the logical organization of the system, such as the implementation of a paged `PixelData` object, API patterns, and the transition from in-memory to disk-based operations, which are core aspects of system architecture and design. Although it mentions performance considerations and potential technology choices (like MPI), these are secondary to the overarching design strategy for handling large data efficiently.",0.85
0018-algorithm-migration-to-paged-files.md,"('pace-neutrons', 'Horace')",Organizational/Process Decisions,"The ADR primarily discusses establishing a standard format for error identifiers across the MATLAB codebase, which pertains to defining a process or guideline for error handling conventions within the organization. It does not focus on system structure, technology selection, infrastructure, or quality attributes, but rather on a procedural standardization related to error management.",0.75
0004-pace-documentation-link-to-projects.md,"('pace-neutrons', 'pace-developers')",Design Decisions,"The ADR primarily discusses the integration approach and structural organization of the brille library within other projects, focusing on how components interact and are structured. It addresses the logical arrangement of code and interfaces, which aligns with design-level decisions.",0.85
0017-transactions3.md,"('palantir', 'atlasdb')",Technology Decisions,"The ADR primarily discusses the rationale for choosing Clojure as the programming language for the project, including considerations about language ecosystem, community support, and compatibility with databases. These are core technology selection factors.",0.8
adr-004-ansible.md,"('pariyatti', 'kosa-rails')",Technology Decisions,"The ADR primarily discusses selecting and using the 'testcontainers.org' project to manage test infrastructure, which is a technology choice involving a specific tool or platform for infrastructure management. Although it touches on portability and environment considerations, the core focus is on the selection of a technology to facilitate ephemeral test environments.",0.7
0012-use-external-search-service.md,"('patshone-manifesto', 'hee-web-blueprint')",Implementation Decisions,"The ADR focuses on a specific implementation detail—merging CloudFormation templates to manage infrastructure as code. It pertains to how the infrastructure is organized and maintained at the code level, which aligns with internal implementation choices rather than high-level architecture or organizational policies.",0.45
0004-event-contracts.md,"('pauldambra', 'visit-plannr')",Technology Decisions,"The ADR primarily discusses the selection and integration of specific third-party libraries (passport.js, passport-saml, node-openid-client) to implement authentication protocols, which falls under technology choices.",0.7
0008-use-ecmascript-modules.md,"('perforce', 'helix-authentication-service')",Design Decisions,"The ADR focuses on the design of a specific data field, including validation strategies at the UI and API levels, which pertains to the logical organization and structure of data handling within the system. It addresses how data is validated and stored, aligning with design considerations related to data modeling and system behavior.",0.75
0009-acl-actor-permissions.md,"('psu-libraries', 'scholarsphere')",Design Decisions,"The ADR primarily concerns a terminology change within the system's UI and codebase, affecting how components are labeled and presented. It involves decisions about the logical organization and presentation of system elements, which falls under design considerations rather than technology, infrastructure, or other categories.",0.85
0004-index-from-iiif-manifests.md,"('pulibrary', 'dpul')",Design Decisions,"The ADR describes the organization and structuring of background job queues, which pertains to the logical arrangement and decomposition of system components related to background processing. It specifies how tasks are categorized and prioritized, aligning with design decisions about system structure and task management.",0.85
0009-unlinked-files.md,"('pulibrary', 'figgy')",Organizational/Process Decisions,"The ADR primarily addresses a procedural approach to managing configuration sets during deployment, including versioning, swapping, and cleanup strategies. It focuses on operational workflows and policies rather than system structure, technology selection, or quality attributes.",0.4
0003-remove-memory-tuning.md,"('pulibrary', 'pul_solr')",Constraints,"The ADR addresses a configuration choice aimed at ensuring compatibility and collaboration across different operating systems, which imposes a mandatory condition on the development environment and workflow. This aligns with the 'Constraints' category, as it reflects a necessary limitation or requirement derived from the context.",0.5
0002-configure-line-endings-in-gitattributes.md,"('qbit86', 'arborescence')",Technology Decisions,"The ADR primarily discusses the selection and integration of a third-party authentication service (Auth0), including considerations around SDKs, documentation, multi-tenancy, and token management. These are centered on choosing specific technologies and platforms to implement user authentication, making 'Technology Decisions' the most appropriate primary category.",0.75
adr-0014-api-documentation-revisited.md,"('raster-foundry', 'raster-foundry')",Technology Decisions,"The ADR primarily discusses replacing existing system components (Airflow modules) with AWS Batch, a specific cloud service. The focus is on selecting and transitioning to a particular technology platform (AWS Batch) and its associated environment (Amazon ECS), which aligns with technology decision-making.",0.7
adr-0021-lab-workspaces.md,"('raster-foundry', 'raster-foundry')",Others,"The ADR primarily focuses on how to measure and track system metrics, which directly relates to system qualities such as observability, monitoring, and performance. It discusses strategies for collecting metrics post-hoc and from external sources, emphasizing system behavior and non-functional aspects.",0.55
0008-keep-styles-with-components.md,"('reactioncommerce', 'reaction-component-library')",Design Decisions,"The ADR describes the logic and process for barcode lookup, including cascade retrieval and association with base items, which pertains to the system's logical organization and data handling mechanisms. It details how the system is structured to perform barcode resolution, indicating a focus on system design and data flow rather than technology selection, infrastructure, or organizational processes.",0.85
0005-extract-all-partner-operations-into-a-separate-application-intended-for-partners.md,"('rubyforgood', 'human-essentials')",Technology Decisions,"The ADR focuses on selecting ArgoCD as a deployment agent, which pertains to choosing a specific technology/tool for deployment automation. The decision is centered around the selection of a deployment platform rather than system structure, organizational process, or other categories.",0.8
0004-argocd-as-deployment-agent.md,"('sa-mw-dach', 'manuela')",Design Decisions,"The ADR discusses the choice of a specific architectural framework (NestJS) for scaffolding, which directly impacts the overall system structure, organization, and pattern application. This decision influences how the system is decomposed and structured, aligning with design-level considerations.",0.85
0003-create-two-observation-comparators.md,"('savioalphonso', 'exercise3-group-6')",Organizational/Process Decisions,"The ADR focuses on creating documentation (README files) for components, which pertains to documenting and providing guidance for system components rather than designing architecture, selecting technologies, or configuring infrastructure. Since 'Documentation Decisions' is not explicitly listed among the provided categories, it aligns most closely with the 'Others' category, which covers decisions that do not fit standard categories. However, given the context, this decision is about documentation practices, which are essential for usability and maintainability.",0.1
0004-add-readme-for-each-component-for-documentation.md,"('scheduleonce', 'once-ui')",Technology Decisions,"The ADR explicitly discusses the selection of AWS AMIs (Amazon Machine Images), which pertains directly to the choice of a specific technology platform and image source. The decision focuses on the technology aspect of cloud images rather than system structure, deployment environment, or organizational processes.",0.75
Automation.md,"('serverlessmike', 'terraform')",Technology Decisions,"The ADR primarily discusses the choice of storing form submissions in a database, specifically selecting MySQL as the database technology and considering alternatives like MongoDB. The focus is on selecting and implementing a specific technology platform for data storage.",0.8
2020-08-03-Implement-New-Changelog.md,"('shopware', 'platform')",Design Decisions,"The ADR primarily focuses on the design of the registration process, including how customer groups are managed, URLs are generated, and the flow of customer registration is structured. It details the logical flow and interactions between components, such as the store API route, customer module, and admin interface, which are characteristic of design decisions related to system structure and behavior.",0.85
2021-09-06-make-core-mail-templates-independent-from-storefront-urls.md,"('shopware', 'platform')",Design Decisions,"The ADR primarily discusses the architecture of the scripting system within the application, including how scripts are managed, executed, and integrated into the system. It details the use of Twig as a sandboxed environment, the structure of script events, and the interaction with core objects, which are all aspects of system organization and structure. While there are mentions of technologies (Twig, database, filesystem), the core focus is on how the scripting architecture is designed and integrated, making it a design decision.",0.85
2021-10-21-app-scripting.md,"('shopware', 'platform')",Design Decisions,"The ADR describes the architectural pattern and structure for screen controllers within an Android application, focusing on how UI events are managed, transformed, and communicated between the view and controller layers. It emphasizes the organization and flow of the system's components, aligning with design and architecture structuring rather than technology, infrastructure, or organizational processes.",0.85
003-weak-references-between-sql-tables.md,"('simpledotorg', 'simple-android')",Design Decisions,"The ADR primarily discusses the architectural structure and pattern choices for building screens, including the separation of concerns into components like Update, EffectHandler, and UiRenderer, which are core to system organization and design. It also evaluates different architectural frameworks and patterns (e.g., Android architecture components, MVI, Redux principles) and ultimately adopts a specific architectural framework (Mobius) that influences the overall system design.",0.85
004-reporting.md,"('simpledotorg', 'simple-server')",Design Decisions,"The ADR focuses on the logical organization and structure of user models and authentication mechanisms, which are core aspects of system design and architecture. It involves combining user roles into a unified model and defining different authentication methods, directly impacting the system's structure and component interactions.",0.85
016-reporting-schema.md,"('simpledotorg', 'simple-server')",Technology Decisions,"The ADR primarily discusses the management and handling of a GitHub API token for Danger, focusing on the security and confidentiality of the token used in the system. This pertains to the selection and handling of a specific technology (the token and its security considerations), rather than system structure, deployment environment, team processes, or quality attributes.",0.75
8-Remove_ADR_Util_Sync_Module.md,"('slior', 'adrflow')",Design Decisions,"The ADR discusses adopting a specific architectural style—hexagonal architecture—and details how components, communication patterns, and boundaries are structured. This directly pertains to the logical organization, structure, and decomposition of the system, which falls under design decisions.",0.85
ADR-7_wsgi-server.md,"('sse-secure-systems', 'connaisseur')",Technology Decisions,"The ADR focuses on adopting and enabling a specific protocol (Discovery v5) for peer discovery within the system, which pertains to the selection and implementation of a particular technology standard. It does not primarily concern system structure, deployment environment, team processes, constraints, or quality attributes, but rather the choice of a protocol technology.",0.7
0003-geth-node.md,"('status-im', 'status-react')",Organizational/Process Decisions,"This ADR primarily discusses a development methodology involving workflows, review processes, and team responsibilities related to feature toggles and continuous integration, which are organizational and process-related decisions.",0.6
0002-extract-only-useful-technical-metadata.md,"('sul-dlss-labs', 'infrastructure-adrs')",Organizational/Process Decisions,"The ADR primarily concerns a change in the system's architecture component (from Registry to Repository), which is a structural and organizational decision affecting how the system manages data storage and access. The decision involves team and process considerations around system organization, making 'Organizational/Process Decisions' the most appropriate primary category.",0.5
securityhub.md,"('superwerker', 'superwerker')",Design Decisions,"The ADR focuses on the registration and organization of message handlers within message buses, which pertains to the logical structure and organization of the system's messaging components. It discusses how handlers are assigned to buses, which is a structural concern related to system components and their interactions.",0.85
003-katafication.md,"('tddbin', 'katas')",Design Decisions,"The ADR primarily focuses on defining the structure and format of transaction event data, including how subscriptions and searches are handled through specific data formats and APIs. This pertains to the logical organization and structuring of data and system interfaces, which aligns with design decisions related to system structure and data modeling.",0.75
0002-pre-1-0-deprecation-strategy.md,"('theupdateframework', 'python-tuf')",Design Decisions,"The ADR primarily addresses how the system handles the structure and organization of metadata files, specifically focusing on the treatment of unrecognized fields within the data format. This pertains to the logical handling and design of data processing, which aligns with design-level decisions about data formats and system behavior.",0.75
20210113-distribute-log4brains-as-a-global-npm-package.md,"('thomvaill', 'log4brains')",Organizational/Process Decisions,"The ADR primarily discusses a decision related to decommissioning an existing system and merging functions to reduce maintenance costs and redundancy, which pertains to organizational and process considerations rather than technical or architectural design aspects.",0.5
0002-allow-dynamic-loading-of-yetibot-plugins-via-config.md,"('thoth-station', 'core')",Technology Decisions,"The ADR primarily discusses the selection of a specific ORM library (Pop) for use in the system, which is a technology choice involving frameworks and tools. It also references prior exploration of other ORMs and considerations around database migration tools, all of which fall under technology selection.",0.85
0027-pdf-generation.md,"('transcom', 'mymove')",Crosscutting Concerns Decisions,"This ADR focuses on implementing a security mechanism (CSRF protection) that impacts multiple parts of the system, specifically the security aspect affecting various components and interactions. It addresses a crosscutting concern—security—by establishing a consistent approach across the application.",0.8
0036-go-integration.md,"('transcom', 'mymove')",Design Decisions,"The ADR focuses on selecting a front-end form library and the implementation approach, which pertains to the structure, components, and patterns used in the system's UI layer. It discusses the choice of a specific library (Formik) and how forms are implemented using JSX, indicating a focus on the system's design and component organization.",0.85
0038-soft-delete.md,"('transcom', 'mymove')",Design Decisions,"The ADR primarily addresses how to handle and interpret different types of temporal data (dates and timestamps) within the system, which pertains to the logical organization and data modeling of time-related data. It discusses conventions, conversions, and serialization formats, all of which influence the system's structure and data representation.",0.85
0040-role-base-authorization.md,"('transcom', 'mymove')",Design Decisions,"The ADR primarily discusses the structure and organization of API endpoint paths, which relates to how system components and their relationships are logically modeled and presented. It focuses on the hierarchical organization of resources and the implications for API design, which falls under the domain of system structure and design patterns.",0.85
0044-params-styling.md,"('transcom', 'mymove')",Design Decisions,"The ADR primarily discusses the architectural approach to creating and maintaining a shared React component library, focusing on the structure, customization, and extensibility of the system. It involves decisions about how to organize and extend the codebase, which aligns with design-level concerns.",0.75
0059-use-snapshot-to-cleanup-loadtesting.md,"('transcom', 'mymove')",Design Decisions,"The ADR primarily addresses the structuring and organization of service method signatures to enable composability, passing context, and supporting tracing and logging. These are core aspects of system design and component interaction, fitting within the 'Design Decisions' category.",0.85
0070-cypress-tests-file-layout.md,"('transcom', 'mymove')",Design Decisions,"The ADR focuses on a specific implementation choice related to the CLI spinner component, which impacts the system's behavior and user experience. It discusses options for removing, replacing, or continuing to use a particular UI element, which pertains to the system's structure and how it presents information to users.",0.75
0080-api-versioning-based-on-test-run.md,"('transcom', 'mymove')",Design Decisions,"The ADR focuses on creating a ViewModel class to separate DTO models from UI models, which pertains to the logical organization and structuring of system components, specifically the UI layer and data models. This is a typical design decision aimed at improving code clarity and maintainability.",0.85
0007-schedule-internal-data-structure.md,"('trestini', 'delayer-aws')",Design Decisions,"The ADR focuses on choosing a communication mechanism between modules, which pertains to the system's structure and interaction patterns. It discusses using events as a communication approach, which directly relates to the logical organization and modular design of the system.",0.85
0011-develop-main-frontend-shopping-as-a-separate-ssr-app.md,"('tsobe', 'lobiani')",Technology Decisions,"The ADR primarily discusses the choice of an authentication service (Auth0) and its integration, which pertains to selecting a specific technology platform for authentication. It does not focus on system structure, deployment environment, organizational processes, or quality attributes directly, but rather on the technology component used for authentication.",0.75
0004-templates-over-js-framework-md.md,"('uktrade', 'trade-access-program')",Technology Decisions,"The ADR primarily discusses the selection of a programming language (Python) for the application, which directly pertains to the choice of technology platform and tools. It does not focus on system structure, deployment environment, team processes, constraints, or quality attributes, but rather on the technology stack decision.",0.85
0003-python-tooling.md,"('umd-lib', 'caia')",Organizational/Process Decisions,"The ADR describes a change in operational behavior—specifically, removing a process related to handling denied entries—based on discussions and workflow considerations. It focuses on how staff interact with the system and manage tasks, rather than on system structure, technology, or quality attributes.",0.7
0008-rdf-sparql-support.md,"('upenn-libraries', 'sdbmss')",Design Decisions,"The ADR focuses on choosing a documentation standard for APIs, which pertains to the logical organization and structure of the API documentation approach. It discusses the decision to adopt OpenAPI for API description, which directly relates to how the system's API is structured and documented, a core aspect of design decisions.",0.85
0003-create-cloud-native-solutions.md,"('vwt-digital', 'operational-data-hub')",Design Decisions,"The ADR focuses on establishing a naming convention for OAuth scopes, which pertains to the logical organization and structure of permission naming within the API security design. It defines a pattern and standard for how permissions are named, which directly relates to the system's design and structure.",0.85
0015-automatic-backup-of-each-data-component.md,"('vwt-digital', 'operational-data-hub')",Technology Decisions,"The ADR explicitly states a decision to format all business events as JSON, which pertains to the selection of a data format technology. This is a clear choice of a technology standard rather than a design, infrastructure, organizational, or quality attribute decision.",0.85
0019-single-schema-per-topic.md,"('vwt-digital', 'operational-data-hub')",Organizational/Process Decisions,"The ADR explicitly discusses structuring the domain model based on the company's organizational departments, which directly relates to organizational and process considerations affecting architecture.",0.7
0032-oauth2-for-authentication.md,"('vwt-digital', 'operational-data-hub')",Technology Decisions,"The ADR explicitly discusses the choice of a specific technology platform—GCP Secret Manager—for managing secrets, which directly pertains to selecting a technology or service. While it touches on security principles, the core focus is on the selection and use of a specific managed service, fitting best under technology decisions.",0.7
0037-secrets-are-stored-in-gcp-secret-manager.md,"('vwt-digital', 'operational-data-hub')",Design Decisions,"The ADR focuses on the approach to designing and documenting APIs as the foundational element of the system, which pertains to the logical organization and structure of the system's interfaces. It emphasizes API design, consistency, and reusability, all of which are core aspects of architecture design decisions.",0.85
0046-javascript-framework.md,"('vwt-digital', 'operational-data-hub')",Technology Decisions,"The ADR focuses on selecting a specific data catalog specification and format (machine-readable JSON) to standardize metadata description, which pertains to the choice of technology standards and formats. It does not primarily address system structure, deployment environment, organizational processes, or quality attributes, but rather the adoption of a specific data modeling standard.",0.75
0002-logging-approach.md,"('wellcomecollection', 'identity')",Technology Decisions,"The ADR primarily discusses the selection and adoption of a specific technology tool, Webpack, for bundling JavaScript. It focuses on choosing a technology platform based on its features, popularity, and team familiarity, which aligns with technology decision-making.",0.8
0017-release-notes-content-topics.md,"('wikimedia', 'Wikibase')",Design Decisions,"The ADR focuses on defining a new interface to structure the code and improve type hierarchy, which pertains to the logical organization and structure of the system components. It discusses class design, inheritance, and type hinting, all of which are core aspects of system architecture and component organization.",0.85
0020-wikibase-compatibility-with-mediawiki-master.md,"('wikimedia', 'Wikibase')",Design Decisions,"The ADR primarily discusses a change in the system's approach to geoprocessing, focusing on the internal architecture and API design (e.g., switching from Spark-based to Collections API, implementing an Akka HTTP service). These are core to the logical organization and structure of the system, which aligns with design decisions.",0.85
0010-replace-mustache-js-with-template-literals.md,"('wikimedia', 'mediawiki-extensions-Popups')",Design Decisions,"The ADR primarily discusses the design pattern choice for implementing change operations and their summary generation, focusing on the structure and organization of change application logic. It evaluates different design patterns (visitor pattern) and their impact on the system's architecture, which aligns with design decisions concerning system structure and patterns.",0.85
018_Development_and_Deployment_of_Split_Repo.md,"('wmde', 'fundraising-application')",Design Decisions,"The ADR primarily discusses the API's design, including resource schema, URL structure, controller actions, response formats, and documentation strategies. These are core aspects of system structure and organization, fitting within the realm of architecture design decisions.",0.85
021_Single_or_Multi_Page_Application_Architecture.md,"('wmde', 'fundraising-application')",Constraints,"The ADR specifies mandatory conditions related to the contents of the release package, such as including release notes, vendor dependencies, and excluding certain files. These are constraints imposed by business or community standards that limit the architecture of the release process.",0.8
0004-wdqs-tarball-content.md,"('wmde', 'wikibase-release-pipeline')",Organizational/Process Decisions,"The ADR primarily addresses a procedural approach to handling release notes for third-party software, focusing on organizational workflows and policies rather than technical design, technology selection, or infrastructure specifics.",0.75
client-repo-split.md,"('wmde', 'wikidata-wikibase-architecture')",Technology Decisions,"The ADR explicitly discusses choosing an infrastructure-as-code tool, Terraform, which pertains directly to selecting a specific technology platform or tool for deployment. This decision is centered around technology selection rather than system structure, deployment environment, organizational process, or quality attributes.",0.85
008-manage-github-repos-with-terraform.md,"('xebia-france', 'xebikart-infra')",Design Decisions,"The ADR focuses on the logical structure and organization of HTML documents, specifically on how to handle `meta` tags to prevent automatic reloads or redirects. This pertains to the design and composition of the document content and its behavior, which aligns with design decisions related to system structure and component behavior.",0.85
0009-use-openreferal-api.md,"('zendesk', 'link_platform')",Technology Decisions,"The ADR explicitly states the decision to use Redux, which is a specific technology/library for state management in JavaScript applications. This directly pertains to the selection of a technology framework.",0.8
adr-03.md,"('zooniverse', 'front-end-monorepo')",Design Decisions,"The ADR primarily discusses the choice of building a custom Light Curve Viewer using native D3 within React components, focusing on the system's structure and how components will interact. It addresses the architectural approach to integrating D3 with React, which pertains to the system's design and component organization.",0.85
adr-04.md,"('zooniverse', 'front-end-monorepo')",Design Decisions,"The ADR primarily discusses the logic and structure of how the system selects and configures the subject viewer, which pertains to the system's logical organization and decision-making process. It focuses on the decision flow, configuration hierarchy, and the rationale behind the viewer selection logic, aligning with design-level considerations.",0.85
adr-30.md,"('zooniverse', 'front-end-monorepo')",Design Decisions,"The ADR primarily discusses the implementation of undo/redo functionality within the workflow, focusing on how the system manages state, history stacks, and snapshots. These are core aspects of the system's logical organization and behavior, which align with design decisions related to system structure and flow.",0.85
adr-9.md,"('zooniverse', 'galaxy-zoo-touch-table')",,,
